id_operation,reference,libelle_operation,date_operation,date_comptable,montant,sens,type_operation,statut_operation,id_compte
7457,OP007457,Produire ventre.,2025-04-07,2025-04-07,1525,CREDIT,retrait,valide,53
7458,OP007458,Ramasser vol.,2025-03-27,2025-03-27,1397,CREDIT,versement,valide,53
7459,OP007459,Croiser autant regretter.,2025-03-30,2025-03-30,34,CREDIT,versement,valide,53
7460,OP007460,Coucher.,2025-04-16,2025-04-16,13,CREDIT,retrait,en attente,53
7461,OP007461,Comme calme depuis.,2025-03-11,2025-03-11,1033,CREDIT,virement,valide,53
7462,OP007462,Juger plaine.,2025-03-05,2025-03-05,1098,CREDIT,retrait,valide,53
7463,OP007463,Bientôt notre d'autres menacer.,2025-02-21,2025-02-21,796,CREDIT,retrait,en attente,53
7464,OP007464,Petit depuis.,2025-03-12,2025-03-12,1926,DEBIT,virement,en attente,53
7465,OP007465,Tard afin de.,2025-02-05,2025-02-05,576,CREDIT,virement,valide,53
7466,OP007466,Matière derrière écarter.,2025-02-04,2025-02-04,1192,DEBIT,virement,en attente,53
7467,OP007467,Conscience répandre fille retomber.,2025-02-14,2025-02-14,1038,DEBIT,versement,valide,53
7468,OP007468,Chance chez propos.,2025-02-08,2025-02-08,11,DEBIT,virement,en attente,53
7469,OP007469,Vin vide rue.,2025-01-13,2025-01-13,1135,CREDIT,virement,en attente,53
7470,OP007470,Âge sentir douceur peuple.,2025-01-09,2025-01-09,112,CREDIT,virement,valide,53
7471,OP007471,Courant libre parent.,2024-12-31,2024-12-31,603,DEBIT,retrait,valide,53
7472,OP007472,Compagnon malade.,2025-01-11,2025-01-11,979,DEBIT,retrait,valide,53
7473,OP007473,Admettre.,2024-12-04,2024-12-04,1780,CREDIT,virement,valide,53
7474,OP007474,Saisir patron.,2024-12-11,2024-12-11,737,CREDIT,retrait,valide,53
7475,OP007475,Part sang.,2024-12-06,2024-12-06,783,DEBIT,versement,en attente,53
7476,OP007476,Aider révolution vivre.,2024-12-01,2024-12-01,245,DEBIT,retrait,en attente,53
7477,OP007477,Autour auprès.,2024-12-04,2024-12-04,1485,DEBIT,retrait,en attente,53
7478,OP007478,Posséder désir.,2024-11-13,2024-11-13,1267,CREDIT,versement,en attente,53
7479,OP007479,Circonstance noire.,2024-11-03,2024-11-03,932,CREDIT,versement,en attente,53
7480,OP007480,Menacer mener.,2024-10-30,2024-10-30,1796,CREDIT,retrait,valide,53
7481,OP007481,Été parole.,2024-11-12,2024-11-12,241,CREDIT,retrait,en attente,53
7482,OP007482,Tout être avoir répandre.,2024-09-30,2024-09-30,1920,CREDIT,virement,en attente,53
7483,OP007483,Ciel relever point.,2024-10-12,2024-10-12,1739,CREDIT,virement,en attente,53
7484,OP007484,Moyen cheval aide.,2024-10-04,2024-10-04,523,CREDIT,retrait,en attente,53
7485,OP007485,Immense avancer chanter.,2024-10-11,2024-10-11,495,CREDIT,versement,valide,53
7486,OP007486,Huit tôt.,2024-10-17,2024-10-17,300,DEBIT,versement,en attente,53
7487,OP007487,Rocher.,2024-09-05,2024-09-05,920,CREDIT,retrait,valide,53
7488,OP007488,Espace.,2024-08-25,2024-08-25,1765,DEBIT,versement,en attente,53
7489,OP007489,Départ tourner.,2024-09-09,2024-09-09,774,CREDIT,versement,valide,53
7490,OP007490,Éclairer décider.,2024-09-15,2024-09-15,1506,DEBIT,versement,valide,53
7491,OP007491,Vivant.,2024-08-30,2024-08-30,1605,DEBIT,virement,en attente,53
7492,OP007492,Épais servir.,2024-08-19,2024-08-19,664,CREDIT,retrait,valide,53
7493,OP007493,Naissance espoir.,2024-08-05,2024-08-05,481,CREDIT,retrait,en attente,53
7494,OP007494,Secrétaire traîner.,2024-08-10,2024-08-10,76,CREDIT,versement,valide,53
7495,OP007495,Rôle goutte.,2024-08-01,2024-08-01,468,CREDIT,retrait,valide,53
7496,OP007496,Silencieux.,2024-08-10,2024-08-10,847,DEBIT,versement,en attente,53
7497,OP007497,Colline.,2024-07-15,2024-07-15,395,DEBIT,virement,valide,53
7498,OP007498,Yeux autorité.,2024-06-25,2024-06-25,1572,CREDIT,retrait,valide,53
7499,OP007499,Pensée marché.,2024-07-13,2024-07-13,771,DEBIT,versement,en attente,53
7500,OP007500,Partout eh.,2024-06-04,2024-06-04,652,DEBIT,versement,en attente,53
7501,OP007501,Soleil attirer son pluie.,2024-05-25,2024-05-25,330,DEBIT,versement,valide,53
7502,OP007502,Fixe tourner.,2024-05-31,2024-05-31,836,DEBIT,versement,en attente,53
7503,OP007503,Nord pensée souffrance.,2024-06-02,2024-06-02,1011,CREDIT,versement,en attente,53
7504,OP007504,Front quant à.,2024-06-03,2024-06-03,1344,DEBIT,versement,en attente,53
7505,OP007505,Pareil alors étoile.,2024-05-05,2024-05-05,1754,CREDIT,virement,valide,53
7506,OP007506,Chasse plein.,2024-05-01,2024-05-01,1918,CREDIT,retrait,valide,53
7507,OP007507,Selon intérieur vraiment.,2024-05-01,2024-05-01,1323,DEBIT,retrait,en attente,53
7508,OP007508,Condamner emmener apparaître.,2024-04-19,2024-04-19,1175,CREDIT,versement,en attente,53
7509,OP007509,Matière terrible haut.,2024-04-03,2024-04-03,1669,CREDIT,retrait,valide,53
7510,OP007510,Jeune sortir.,2024-03-25,2024-03-25,1811,DEBIT,versement,en attente,53
7511,OP007511,Mener fleur.,2024-04-11,2024-04-11,755,DEBIT,retrait,valide,53
7512,OP007512,Position présent voilà craindre.,2024-03-07,2024-03-07,331,DEBIT,versement,valide,53
7513,OP007513,Paysage céder.,2024-03-19,2024-03-19,1912,CREDIT,versement,valide,53
7514,OP007514,Tache afin de rare.,2024-02-26,2024-02-26,382,DEBIT,retrait,en attente,53
7515,OP007515,Poète courir former tirer.,2024-03-15,2024-03-15,928,DEBIT,retrait,en attente,53
7516,OP007516,Chaîne sou repas.,2024-03-07,2024-03-07,496,DEBIT,retrait,en attente,53
7517,OP007517,Muet relever quel.,2024-02-17,2024-02-17,1521,CREDIT,retrait,en attente,53
7518,OP007518,Vêtement élever.,2024-02-16,2024-02-16,148,CREDIT,retrait,en attente,53
7519,OP007519,Impossible.,2024-02-13,2024-02-13,1206,CREDIT,virement,en attente,53
7520,OP007520,Frapper ailleurs imaginer.,2024-01-25,2024-01-25,1315,CREDIT,versement,valide,53
7521,OP007521,Rocher comment huit.,2024-01-28,2024-01-28,1810,CREDIT,versement,valide,53
7522,OP007522,Étude composer table.,2023-12-29,2023-12-29,1035,CREDIT,virement,en attente,53
7523,OP007523,Tout femme pendant.,2024-01-09,2024-01-09,1467,CREDIT,virement,valide,53
7524,OP007524,Donc.,2024-01-08,2024-01-08,410,CREDIT,retrait,en attente,53
7525,OP007525,Caresser rôle suite.,2024-01-15,2024-01-15,905,DEBIT,versement,en attente,53
7526,OP007526,Habiter partager ah puisque.,2024-01-18,2024-01-18,1585,CREDIT,versement,valide,53
7527,OP007527,Abri ailleurs.,2023-12-17,2023-12-17,1643,DEBIT,virement,en attente,53
7528,OP007528,Prison état après.,2023-11-30,2023-11-30,860,CREDIT,virement,valide,53
7529,OP007529,Queue comme doigt.,2023-11-25,2023-11-25,273,DEBIT,retrait,en attente,53
7530,OP007530,Charge bon taille.,2023-12-02,2023-12-02,506,CREDIT,virement,valide,53
7531,OP007531,Réussir sept expression.,2023-10-23,2023-10-23,1944,CREDIT,virement,en attente,53
7532,OP007532,Toile vue.,2023-11-01,2023-11-01,1806,DEBIT,virement,en attente,53
7533,OP007533,Second avec semaine.,2023-10-27,2023-10-27,1184,DEBIT,retrait,valide,53
7534,OP007534,Demain lentement.,2023-11-12,2023-11-12,978,DEBIT,retrait,valide,53
7535,OP007535,Détacher indiquer.,2023-09-22,2023-09-22,1825,CREDIT,versement,valide,53
7536,OP007536,Cher entrer.,2023-10-01,2023-10-01,82,CREDIT,versement,valide,53
7537,OP007537,Billet signer présenter oser.,2023-10-18,2023-10-18,845,CREDIT,versement,valide,53
7538,OP007538,Rapidement grandir entretenir.,2023-08-26,2023-08-26,1921,DEBIT,retrait,en attente,53
7539,OP007539,Marchand goût saisir.,2023-09-14,2023-09-14,417,CREDIT,retrait,en attente,53
7540,OP007540,Cri quelque repousser.,2023-08-29,2023-08-29,857,DEBIT,retrait,en attente,53
7541,OP007541,Drôle.,2023-09-04,2023-09-04,770,CREDIT,versement,en attente,53
7542,OP007542,Patron peuple.,2023-07-25,2023-07-25,508,CREDIT,retrait,valide,53
7543,OP007543,Nom devoir marcher.,2023-07-25,2023-07-25,16,CREDIT,versement,en attente,53
7544,OP007544,Joindre sans or.,2023-08-04,2023-08-04,1853,DEBIT,retrait,valide,53
7545,OP007545,Pourquoi tenir.,2023-08-10,2023-08-10,90,DEBIT,retrait,valide,53
7546,OP007546,Gros déchirer.,2023-06-29,2023-06-29,1117,CREDIT,retrait,en attente,53
7547,OP007547,Cesser mériter sortir.,2023-07-15,2023-07-15,442,CREDIT,retrait,en attente,53
7548,OP007548,Acheter pont clair.,2023-06-25,2023-06-25,746,CREDIT,versement,valide,53
7549,OP007549,Blanc contre.,2023-06-03,2023-06-03,53,DEBIT,retrait,valide,53
7550,OP007550,Tour.,2023-06-19,2023-06-19,1634,CREDIT,virement,en attente,53
7551,OP007551,Étranger apparence.,2023-06-18,2023-06-18,1626,CREDIT,versement,en attente,53
7552,OP007552,Remettre moyen.,2023-05-12,2023-05-12,249,CREDIT,retrait,valide,53
7553,OP007553,Papier eaux plaisir.,2023-05-03,2023-05-03,1384,DEBIT,retrait,valide,53
7554,OP007554,Pourtant après je.,2023-05-17,2023-05-17,713,CREDIT,versement,en attente,53
7555,OP007555,Sous demande.,2023-05-06,2023-05-06,192,DEBIT,versement,en attente,53
7556,OP007556,Léger à nez.,2023-05-19,2023-05-19,1453,CREDIT,retrait,en attente,53
7557,OP007557,Soulever ligne épais.,2023-04-18,2023-04-18,94,CREDIT,retrait,en attente,53
7558,OP007558,Ombre.,2023-04-18,2023-04-18,1953,DEBIT,virement,en attente,53
7559,OP007559,Fille désirer.,2023-04-19,2023-04-19,841,DEBIT,versement,en attente,53
7560,OP007560,Travailler important.,2023-02-28,2023-02-28,1627,CREDIT,versement,valide,53
7561,OP007561,Marche profiter marcher.,2023-03-09,2023-03-09,905,CREDIT,versement,valide,53
7562,OP007562,Plein parcourir habiter.,2023-02-26,2023-02-26,471,CREDIT,virement,valide,53
7563,OP007563,Folie tranquille.,2023-03-07,2023-03-07,609,CREDIT,virement,valide,53
7564,OP007564,Livrer distinguer souvenir clair.,2023-02-08,2023-02-08,676,DEBIT,retrait,valide,53
7565,OP007565,Sou sien.,2023-02-03,2023-02-03,1504,DEBIT,virement,en attente,53
7566,OP007566,Tomber vieil émotion.,2023-02-17,2023-02-17,1612,CREDIT,versement,valide,53
7567,OP007567,Fortune beauté.,2023-02-11,2023-02-11,567,CREDIT,retrait,valide,53
7568,OP007568,Protéger valeur elle.,2022-12-31,2022-12-31,82,DEBIT,versement,valide,53
7569,OP007569,Toit importance auquel.,2023-01-11,2023-01-11,741,DEBIT,versement,valide,53
7570,OP007570,Hauteur acheter.,2023-01-11,2023-01-11,1446,CREDIT,retrait,valide,53
7571,OP007571,Trou paupière en particulier.,2022-12-24,2022-12-24,657,DEBIT,retrait,valide,53
7572,OP007572,Toute fine cause.,2022-12-29,2022-12-29,1188,CREDIT,virement,en attente,53
7573,OP007573,Siècle porte passion.,2025-12-01,2025-12-01,1196,CREDIT,virement,valide,54
7574,OP007574,Soulever dame tenter.,2025-12-04,2025-12-04,1698,DEBIT,versement,valide,54
7575,OP007575,Cheval secret.,2025-12-07,2025-12-07,1995,CREDIT,versement,valide,54
7576,OP007576,Bureau fermer interrompre.,2025-11-19,2025-11-19,480,CREDIT,retrait,valide,54
7577,OP007577,Gloire.,2025-10-29,2025-10-29,379,DEBIT,retrait,valide,54
7578,OP007578,Bouche expérience se achever.,2025-11-16,2025-11-16,790,CREDIT,retrait,en attente,54
7579,OP007579,Tomber cependant.,2025-10-07,2025-10-07,324,CREDIT,retrait,valide,54
7580,OP007580,Installer fier.,2025-10-16,2025-10-16,327,CREDIT,virement,en attente,54
7581,OP007581,Autorité sou échapper.,2025-10-16,2025-10-16,270,CREDIT,retrait,en attente,54
7582,OP007582,Passé grâce.,2025-10-07,2025-10-07,362,DEBIT,versement,en attente,54
7583,OP007583,Autre.,2025-08-25,2025-08-25,1537,CREDIT,retrait,en attente,54
7584,OP007584,Mériter titre vide.,2025-09-08,2025-09-08,86,DEBIT,versement,en attente,54
7585,OP007585,Vague étonner.,2025-09-16,2025-09-16,964,DEBIT,versement,valide,54
7586,OP007586,Lien comment.,2025-09-17,2025-09-17,1563,CREDIT,retrait,valide,54
7587,OP007587,Renverser changement dimanche.,2025-08-18,2025-08-18,1840,CREDIT,virement,en attente,54
7588,OP007588,Suivre pain.,2025-07-24,2025-07-24,178,CREDIT,retrait,en attente,54
7589,OP007589,But goût.,2025-08-17,2025-08-17,1846,CREDIT,retrait,valide,54
7590,OP007590,Rien droit sommet.,2025-07-23,2025-07-23,552,CREDIT,virement,en attente,54
7591,OP007591,Clef dix quinze.,2025-07-06,2025-07-06,545,CREDIT,retrait,valide,54
7592,OP007592,Enfoncer objet.,2025-06-30,2025-06-30,1859,CREDIT,versement,en attente,54
7593,OP007593,Eh mesure palais.,2025-06-26,2025-06-26,765,CREDIT,virement,valide,54
7594,OP007594,Court leur.,2025-05-27,2025-05-27,1684,CREDIT,versement,valide,54
7595,OP007595,Naissance couche devant représenter.,2025-06-11,2025-06-11,1228,CREDIT,retrait,valide,54
7596,OP007596,Rendre coûter.,2025-06-19,2025-06-19,1244,DEBIT,versement,valide,54
7597,OP007597,Beau juger forme.,2025-05-12,2025-05-12,1226,CREDIT,retrait,valide,54
7598,OP007598,Fille haut.,2025-05-10,2025-05-10,1851,DEBIT,retrait,en attente,54
7599,OP007599,Guerre souvenir ordre.,2025-05-19,2025-05-19,1453,CREDIT,retrait,valide,54
7600,OP007600,Raison parent.,2025-05-10,2025-05-10,904,CREDIT,retrait,valide,54
7601,OP007601,Encore retourner.,2025-04-06,2025-04-06,1430,DEBIT,virement,en attente,54
7602,OP007602,Lutter interroger épaule.,2025-04-13,2025-04-13,588,DEBIT,retrait,en attente,54
7603,OP007603,Hésiter semaine autre.,2025-04-09,2025-04-09,799,DEBIT,versement,valide,54
7604,OP007604,Entre doute.,2025-02-21,2025-02-21,1944,CREDIT,versement,valide,54
7605,OP007605,Goût permettre.,2025-02-21,2025-02-21,190,DEBIT,versement,en attente,54
7606,OP007606,Bouche pont.,2025-03-16,2025-03-16,1777,CREDIT,retrait,valide,54
7607,OP007607,Officier.,2025-02-01,2025-02-01,1376,CREDIT,retrait,valide,54
7608,OP007608,Où sable.,2025-01-23,2025-01-23,1991,CREDIT,virement,en attente,54
7609,OP007609,Dos disparaître pareil confondre.,2025-02-09,2025-02-09,23,CREDIT,retrait,valide,54
7610,OP007610,Chaîne éviter placer.,2025-01-11,2025-01-11,1335,DEBIT,versement,valide,54
7611,OP007611,Nul neuf rejoindre.,2025-01-05,2025-01-05,330,CREDIT,virement,valide,54
7612,OP007612,Énergie branche droite.,2025-01-07,2025-01-07,395,DEBIT,retrait,valide,54
7613,OP007613,Silencieux plonger printemps former.,2024-12-28,2024-12-28,1369,DEBIT,versement,valide,54
7614,OP007614,Oui rose.,2025-01-04,2025-01-04,1094,DEBIT,versement,valide,54
7615,OP007615,Vrai visite endroit.,2024-12-06,2024-12-06,972,DEBIT,retrait,valide,54
7616,OP007616,Larme facile.,2024-12-12,2024-12-12,326,CREDIT,virement,en attente,54
7617,OP007617,Mourir importance perte.,2024-12-05,2024-12-05,1885,CREDIT,retrait,en attente,54
7618,OP007618,Moyen toucher.,2024-10-31,2024-10-31,697,DEBIT,versement,en attente,54
7619,OP007619,Environ face.,2024-10-26,2024-10-26,798,CREDIT,versement,en attente,54
7620,OP007620,Fonction diriger sortir suivant.,2024-10-26,2024-10-26,612,DEBIT,versement,en attente,54
7621,OP007621,Ignorer en terrible.,2024-11-11,2024-11-11,1253,DEBIT,virement,valide,54
7622,OP007622,Bord supposer.,2024-10-04,2024-10-04,719,CREDIT,virement,en attente,54
7623,OP007623,Détacher amener service.,2024-10-06,2024-10-06,1043,CREDIT,versement,valide,54
7624,OP007624,Ventre chaîne.,2024-09-28,2024-09-28,686,DEBIT,retrait,en attente,54
7625,OP007625,Danser compagnon vouloir frapper.,2024-10-05,2024-10-05,1333,DEBIT,virement,valide,54
7626,OP007626,Contenter personne entrer.,2024-09-17,2024-09-17,822,DEBIT,versement,valide,54
7627,OP007627,Condition long doute.,2024-08-23,2024-08-23,229,CREDIT,retrait,valide,54
7628,OP007628,Certain habitude.,2024-09-09,2024-09-09,508,CREDIT,virement,valide,54
7629,OP007629,Ouvert intention roche.,2024-07-29,2024-07-29,1103,DEBIT,virement,valide,54
7630,OP007630,Mois passage ombre.,2024-08-16,2024-08-16,1349,CREDIT,versement,valide,54
7631,OP007631,Patron colon presque.,2024-08-03,2024-08-03,42,DEBIT,retrait,en attente,54
7632,OP007632,Résultat l'une acheter enfermer.,2024-08-11,2024-08-11,1117,DEBIT,virement,valide,54
7633,OP007633,Signifier arrêter.,2024-08-06,2024-08-06,286,DEBIT,virement,valide,54
7634,OP007634,Tôt semaine mince.,2024-07-03,2024-07-03,1723,CREDIT,virement,valide,54
7635,OP007635,Venir révéler absolument.,2024-07-16,2024-07-16,734,CREDIT,versement,valide,54
7636,OP007636,Roche général.,2024-07-01,2024-07-01,1001,DEBIT,retrait,en attente,54
7637,OP007637,Air étendue.,2024-07-12,2024-07-12,542,DEBIT,retrait,valide,54
7638,OP007638,Paysan dehors foi.,2024-07-19,2024-07-19,1389,CREDIT,retrait,valide,54
7639,OP007639,Arme naître.,2024-06-06,2024-06-06,1742,DEBIT,virement,en attente,54
7640,OP007640,Chaud mêler claire.,2024-06-08,2024-06-08,132,CREDIT,retrait,valide,54
7641,OP007641,Tôt cinquante.,2024-06-15,2024-06-15,850,DEBIT,virement,en attente,54
7642,OP007642,Mentir ton sans.,2024-05-23,2024-05-23,1959,CREDIT,versement,valide,54
7643,OP007643,Derrière agiter monsieur.,2024-06-15,2024-06-15,1920,CREDIT,virement,valide,54
7644,OP007644,Image commun user.,2024-04-29,2024-04-29,213,DEBIT,retrait,valide,54
7645,OP007645,Arbre larme.,2024-05-06,2024-05-06,266,DEBIT,virement,en attente,54
7646,OP007646,Matière sérieux.,2024-05-18,2024-05-18,168,CREDIT,retrait,en attente,54
7647,OP007647,Profiter sens vendre.,2024-04-29,2024-04-29,46,CREDIT,virement,valide,54
7648,OP007648,Soi cheveu acheter.,2024-04-01,2024-04-01,1262,CREDIT,versement,en attente,54
7649,OP007649,Coeur lutte.,2024-04-14,2024-04-14,1786,CREDIT,versement,en attente,54
7650,OP007650,Y jouer.,2024-04-06,2024-04-06,1920,CREDIT,virement,valide,54
7651,OP007651,Rapporter rapport.,2024-03-02,2024-03-02,200,CREDIT,versement,valide,54
7652,OP007652,Poésie route.,2024-03-16,2024-03-16,605,DEBIT,retrait,valide,54
7653,OP007653,Plutôt mari.,2024-03-04,2024-03-04,411,DEBIT,versement,en attente,54
7654,OP007654,Contenir même.,2024-03-17,2024-03-17,1901,CREDIT,virement,valide,54
7655,OP007655,Intérêt dix impossible.,2024-01-31,2024-01-31,30,DEBIT,virement,valide,54
7656,OP007656,Renverser donc pourquoi.,2024-02-09,2024-02-09,1741,CREDIT,virement,en attente,54
7657,OP007657,Savoir profondément même.,2024-01-25,2024-01-25,91,CREDIT,virement,valide,54
7658,OP007658,Pas croix grand.,2024-01-10,2024-01-10,1018,CREDIT,versement,en attente,54
7659,OP007659,Herbe faveur.,2023-12-30,2023-12-30,929,DEBIT,virement,valide,54
7660,OP007660,Mentir mieux.,2024-01-14,2024-01-14,955,DEBIT,versement,valide,54
7661,OP007661,Est préférer animer.,2024-01-09,2024-01-09,1933,DEBIT,virement,valide,54
7662,OP007662,Par curieux marier effacer.,2024-01-14,2024-01-14,286,CREDIT,versement,valide,54
7663,OP007663,Saison longtemps mouvement.,2023-12-11,2023-12-11,86,DEBIT,retrait,valide,54
7664,OP007664,Champ votre.,2023-12-02,2023-12-02,1410,CREDIT,retrait,en attente,54
7665,OP007665,Parvenir jeu.,2023-12-10,2023-12-10,490,DEBIT,versement,en attente,54
7666,OP007666,Regarder.,2023-11-24,2023-11-24,647,CREDIT,versement,en attente,54
7667,OP007667,Charge satisfaire.,2023-11-02,2023-11-02,116,DEBIT,retrait,valide,54
7668,OP007668,Cas distance croix.,2023-10-27,2023-10-27,562,CREDIT,virement,en attente,54
7669,OP007669,Montagne jeu.,2023-11-06,2023-11-06,1236,DEBIT,retrait,en attente,54
7670,OP007670,Voilà parole respirer.,2023-11-08,2023-11-08,1317,CREDIT,versement,valide,54
7671,OP007671,Cri heure.,2023-09-23,2023-09-23,1890,CREDIT,versement,valide,54
7672,OP007672,Dégager lourd service.,2023-10-02,2023-10-02,1019,CREDIT,virement,valide,54
7673,OP007673,Dont ancien membre.,2023-09-22,2023-09-22,1528,CREDIT,versement,en attente,54
7674,OP007674,Parti maison créer.,2023-10-18,2023-10-18,1273,DEBIT,versement,valide,54
7675,OP007675,Raison posséder.,2023-09-05,2023-09-05,1626,DEBIT,virement,valide,54
7676,OP007676,Soit propos.,2023-08-25,2023-08-25,474,CREDIT,versement,valide,54
7677,OP007677,Froid prévenir remplacer former.,2023-09-10,2023-09-10,405,DEBIT,virement,valide,54
7678,OP007678,Humide place.,2023-07-29,2023-07-29,871,CREDIT,retrait,valide,54
7679,OP007679,Souvent exécuter.,2023-08-16,2023-08-16,109,DEBIT,retrait,en attente,54
7680,OP007680,Descendre lui surveiller.,2023-08-19,2023-08-19,195,DEBIT,virement,en attente,54
7681,OP007681,Tant colline.,2023-08-14,2023-08-14,24,CREDIT,virement,valide,54
7682,OP007682,Accorder fort poésie.,2023-07-18,2023-07-18,1416,DEBIT,virement,en attente,54
7683,OP007683,Nature interroger image demande.,2023-06-26,2023-06-26,575,DEBIT,retrait,en attente,54
7684,OP007684,Rompre vin naître.,2023-06-23,2023-06-23,1928,DEBIT,virement,valide,54
7685,OP007685,Enfance atteindre sauvage.,2023-07-07,2023-07-07,203,CREDIT,virement,valide,54
7686,OP007686,Suffire.,2023-06-16,2023-06-16,25,DEBIT,retrait,valide,54
7687,OP007687,Crise matière.,2023-05-28,2023-05-28,929,DEBIT,versement,en attente,54
7688,OP007688,Tout.,2023-06-09,2023-06-09,962,CREDIT,virement,en attente,54
7689,OP007689,Solitude répondre.,2023-04-30,2023-04-30,1373,CREDIT,virement,valide,54
7690,OP007690,Placer chant agir.,2023-04-30,2023-04-30,1844,DEBIT,virement,en attente,54
7691,OP007691,Roman fer certain.,2023-05-06,2023-05-06,1589,CREDIT,virement,en attente,54
7692,OP007692,Public sentir.,2023-03-25,2023-03-25,864,DEBIT,retrait,en attente,54
7693,OP007693,Puisque passé.,2023-04-17,2023-04-17,976,CREDIT,virement,en attente,54
7694,OP007694,Vraiment partie plusieurs.,2023-04-14,2023-04-14,550,DEBIT,virement,valide,54
7695,OP007695,Bouche nombre.,2023-02-25,2023-02-25,390,CREDIT,retrait,valide,54
7696,OP007696,Second père.,2023-03-18,2023-03-18,822,CREDIT,retrait,en attente,54
7697,OP007697,Rompre valeur.,2023-03-19,2023-03-19,355,CREDIT,versement,valide,54
7698,OP007698,Titre plein poète.,2023-02-08,2023-02-08,1819,CREDIT,retrait,en attente,54
7699,OP007699,Manquer précieux.,2023-02-10,2023-02-10,176,CREDIT,versement,valide,54
7700,OP007700,Aspect comprendre conduire.,2023-02-08,2023-02-08,974,DEBIT,retrait,en attente,54
7701,OP007701,Beaux parmi.,2023-01-15,2023-01-15,273,CREDIT,versement,en attente,54
7702,OP007702,Bon premier.,2022-12-28,2022-12-28,1632,CREDIT,virement,en attente,54
7703,OP007703,Admettre trait auteur.,2023-01-16,2023-01-16,656,CREDIT,versement,valide,54
7704,OP007704,Tomber choisir.,2025-11-23,2025-11-23,1502,DEBIT,virement,en attente,55
7705,OP007705,Mentir rôle.,2025-12-16,2025-12-16,659,DEBIT,virement,valide,55
7706,OP007706,Quelque entrée.,2025-12-11,2025-12-11,342,CREDIT,virement,valide,55
7707,OP007707,Inventer de relation madame.,2025-12-10,2025-12-10,1447,CREDIT,retrait,en attente,55
7708,OP007708,Ensemble chat soulever.,2025-11-05,2025-11-05,454,DEBIT,versement,valide,55
7709,OP007709,Argent gauche est.,2025-11-05,2025-11-05,162,CREDIT,versement,en attente,55
7710,OP007710,Seuil genou.,2025-11-17,2025-11-17,1184,DEBIT,versement,en attente,55
7711,OP007711,Poitrine science.,2025-11-07,2025-11-07,1232,CREDIT,retrait,en attente,55
7712,OP007712,Quelque quant à.,2025-10-18,2025-10-18,1121,CREDIT,retrait,valide,55
7713,OP007713,Guère fortune.,2025-10-13,2025-10-13,530,DEBIT,virement,valide,55
7714,OP007714,Lit rang digne.,2025-10-04,2025-10-04,835,DEBIT,retrait,valide,55
7715,OP007715,Semaine.,2025-10-07,2025-10-07,223,DEBIT,versement,valide,55
7716,OP007716,Vide facile ciel.,2025-10-16,2025-10-16,222,DEBIT,retrait,valide,55
7717,OP007717,Prendre confiance séparer.,2025-09-12,2025-09-12,1765,DEBIT,versement,valide,55
7718,OP007718,Certain chemise conseil.,2025-09-05,2025-09-05,342,DEBIT,virement,en attente,55
7719,OP007719,Quinze fusil.,2025-09-04,2025-09-04,1212,CREDIT,retrait,en attente,55
7720,OP007720,Matière dominer.,2025-09-11,2025-09-11,35,DEBIT,virement,valide,55
7721,OP007721,Personne content.,2025-08-29,2025-08-29,1596,CREDIT,retrait,valide,55
7722,OP007722,Effort ajouter hier.,2025-07-27,2025-07-27,127,CREDIT,versement,valide,55
7723,OP007723,Peu fils sérieux détacher.,2025-07-23,2025-07-23,605,DEBIT,virement,en attente,55
7724,OP007724,Agent.,2025-07-23,2025-07-23,583,DEBIT,retrait,valide,55
7725,OP007725,Particulier problème.,2025-08-10,2025-08-10,1976,DEBIT,virement,en attente,55
7726,OP007726,Inquiéter plaine.,2025-07-09,2025-07-09,1807,CREDIT,versement,en attente,55
7727,OP007727,Tempête nez saint.,2025-07-06,2025-07-06,305,CREDIT,versement,valide,55
7728,OP007728,Continuer mort aimer.,2025-07-15,2025-07-15,478,DEBIT,versement,en attente,55
7729,OP007729,Chat tache.,2025-07-10,2025-07-10,268,DEBIT,virement,en attente,55
7730,OP007730,Rejeter.,2025-06-11,2025-06-11,829,DEBIT,virement,en attente,55
7731,OP007731,Planche fil.,2025-06-16,2025-06-16,1295,CREDIT,versement,valide,55
7732,OP007732,Souffler refuser.,2025-06-12,2025-06-12,581,CREDIT,retrait,en attente,55
7733,OP007733,Figure connaître effort.,2025-06-15,2025-06-15,142,CREDIT,retrait,en attente,55
7734,OP007734,Céder attacher vide.,2025-06-11,2025-06-11,675,DEBIT,virement,valide,55
7735,OP007735,Malade auteur parfaitement.,2025-04-25,2025-04-25,1783,CREDIT,versement,en attente,55
7736,OP007736,Parole dent.,2025-05-19,2025-05-19,890,DEBIT,retrait,en attente,55
7737,OP007737,Attaquer du.,2025-05-16,2025-05-16,206,DEBIT,retrait,valide,55
7738,OP007738,Patron considérer attaquer.,2025-05-12,2025-05-12,1324,CREDIT,versement,en attente,55
7739,OP007739,Quelqu'Un sonner aller.,2025-03-25,2025-03-25,505,DEBIT,versement,valide,55
7740,OP007740,Enfoncer importer remercier.,2025-04-04,2025-04-04,1122,DEBIT,versement,en attente,55
7741,OP007741,Esprit solitude chasse.,2025-04-02,2025-04-02,887,CREDIT,retrait,en attente,55
7742,OP007742,Image accrocher.,2025-04-18,2025-04-18,238,DEBIT,virement,en attente,55
